dataset,scenario,seed,model,rows,accuracy,balanced_accuracy,precision,recall,f1,roc_auc,average_precision,tn,fp,fn,tp,trace_sha256
ciciot2023,stationary,89,HeavyMLP,20000,0.98705,0.8796468401486989,0.9864984621800552,1.0,0.9932033484661611,0.9999988213468234,0.9999999330678268,817,259,0,18924,4f616f7a50bba3537eb6326fb65a6fa2832c2de791755bfbd9fb42fe676d43e3
ciciot2023,stationary,107,TinyDT,20000,0.9818,0.8292682926829269,0.9811379417556223,1.0,0.9904791797447164,0.9999998761373318,0.9999999888446421,702,364,0,18934,cb41e5e6d2aa29adfae19e6632536d924a85aa5b329f029c4e494f0601395af3
ciciot2023,stationary,107,LightLR,20000,0.97815,0.7950281425891181,0.9774405038459553,1.0,0.9885915676804594,0.9999970768410302,0.9999998357615493,629,437,0,18934,cb41e5e6d2aa29adfae19e6632536d924a85aa5b329f029c4e494f0601395af3
ciciot2023,stationary,107,MedRF,20000,0.9847,0.8564727954971858,0.984095634095634,1.0,0.9919840729292189,0.9999962841199538,0.9999997905371394,760,306,0,18934,cb41e5e6d2aa29adfae19e6632536d924a85aa5b329f029c4e494f0601395af3
ciciot2023,stationary,107,HeavyMLP,20000,0.9876,0.8836772983114447,0.9870712125951413,1.0,0.9934935460174205,0.9999986127381161,0.9999999219754583,818,248,0,18934,cb41e5e6d2aa29adfae19e6632536d924a85aa5b329f029c4e494f0601395af3
ciciot2023,stationary,131,TinyDT,20000,0.98085,0.8274774774774775,0.9801276397032117,1.0,0.9899641013547154,0.9990981452601357,0.9998940370375882,727,383,0,18890,b204164776110862b4d85421dd44e88a4fb4b92f81bd27e55e6d7ba7fa809cec
ciciot2023,stationary,131,LightLR,20000,0.97605,0.7846582156534512,0.9753188413280323,0.9999470619375331,0.9874794155317981,0.999943341965576,0.9999968434563127,632,478,1,18889,b204164776110862b4d85421dd44e88a4fb4b92f81bd27e55e6d7ba7fa809cec
ciciot2023,stationary,131,MedRF,20000,0.9832,0.8486486486486486,0.9825236658691355,1.0,0.9911848042816664,0.9999969954072654,0.999999823462774,774,336,0,18890,b204164776110862b4d85421dd44e88a4fb4b92f81bd27e55e6d7ba7fa809cec
ciciot2023,stationary,131,HeavyMLP,20000,0.986,0.8738738738738738,0.9853938445487741,1.0,0.9926431949553337,0.9999991892368811,0.9999999523650719,830,280,0,18890,b204164776110862b4d85421dd44e88a4fb4b92f81bd27e55e6d7ba7fa809cec
ciciot2023,stationary,157,TinyDT,20000,0.97895,0.8163176265270506,0.9781582360570688,1.0,0.988958535497915,0.9995626121990769,0.9999468793110879,725,421,0,18854,d34e0b8fd963ea1b07b3b74e8566fdef4e49b738894893aa9dc35404d9a94f33
ciciot2023,stationary,157,LightLR,20000,0.97425,0.775305410122164,0.9734111208632351,1.0,0.9865264369620386,0.9999887071981984,0.9999993172587515,631,515,0,18854,d34e0b8fd963ea1b07b3b74e8566fdef4e49b738894893aa9dc35404d9a94f33
ciciot2023,stationary,157,MedRF,20000,0.9817,0.8403141361256545,0.9809573361082206,1.0,0.9903871408310133,0.9999966214158544,0.9999997944308291,780,366,0,18854,d34e0b8fd963ea1b07b3b74e8566fdef4e49b738894893aa9dc35404d9a94f33
ciciot2023,stationary,157,HeavyMLP,20000,0.98545,0.8730366492146597,0.984800208931836,1.0,0.9923419037343088,0.9999990743605081,0.9999999437502615,855,291,0,18854,d34e0b8fd963ea1b07b3b74e8566fdef4e49b738894893aa9dc35404d9a94f33
ciciot2023,stationary,191,TinyDT,20000,0.98185,0.8292568203198495,0.9811917098445596,1.0,0.9905065773988545,0.9995288879584934,0.9999471124802529,700,363,0,18937,1a39daaec9c6d50e3e89bbeedf6191778346236884cc707e18df41bf614abb06
ciciot2023,stationary,191,LightLR,20000,0.9775,0.7883349012229539,0.9767885696600815,1.0,0.9882580106460703,0.9999996025838211,0.9999999776967929,613,450,0,18937,1a39daaec9c6d50e3e89bbeedf6191778346236884cc707e18df41bf614abb06
ciciot2023,stationary,191,MedRF,20000,0.9844,0.8532455315145814,0.9837913657852356,1.0,0.9918294662965484,0.9999979135650611,0.9999998828750615,751,312,0,18937,1a39daaec9c6d50e3e89bbeedf6191778346236884cc707e18df41bf614abb06
ciciot2023,stationary,191,HeavyMLP,20000,0.98725,0.8800564440263405,0.9867132138390996,1.0,0.9933121770830602,0.9999979632420835,0.9999998855615757,808,255,0,18937,1a39daaec9c6d50e3e89bbeedf6191778346236884cc707e18df41bf614abb06
ciciot2023,drift,11,TinyDT,50000,0.77692,0.8299695121951219,0.6066163504267476,1.0,0.7551477367519867,0.9996106086925696,0.9986176670168201,21646,11154,0,17200,198ebf220c19352b285dbfa18a37f38d08500427384acd46ea39d23d7f6d3c58
ciciot2023,drift,11,LightLR,50000,0.71886,0.7857164634146341,0.5502767380106856,1.0,0.709907753265782,0.9999969175411231,0.999994334794043,18743,14057,0,17200,198ebf220c19352b285dbfa18a37f38d08500427384acd46ea39d23d7f6d3c58
ciciot2023,drift,11,MedRF,50000,0.80388,0.8505182926829269,0.6368955047026587,1.0,0.7781749083834774,0.9999970168037436,0.9999943543878176,22994,9806,0,17200,198ebf220c19352b285dbfa18a37f38d08500427384acd46ea39d23d7f6d3c58
ciciot2023,drift,11,HeavyMLP,50000,0.8394,0.8775914634146341,0.6817281014665081,1.0,0.8107471128918218,0.9999965328984686,0.9999936474176244,24770,8030,0,17200,198ebf220c19352b285dbfa18a37f38d08500427384acd46ea39d23d7f6d3c58
ciciot2023,drift,23,TinyDT,50000,0.77628,0.8294817073170732,0.6059325019375749,1.0,0.7546176457684377,0.999564564130743,0.9984433995245984,21614,11186,0,17200,9489b0ce016b1de6e3ad9a6497a3482c3655bf8f408073b3e07d22294be2f3d3
ciciot2023,drift,23,LightLR,50000,0.72058,0.7870136131593874,0.5517982610927524,0.9999418604651162,0.7111579730819326,0.999932003332388,0.9999451667879227,18830,13970,1,17199,9489b0ce016b1de6e3ad9a6497a3482c3655bf8f408073b3e07d22294be2f3d3
ciciot2023,drift,23,MedRF,50000,0.80356,0.8502743902439025,0.6365183924209903,1.0,0.7778933562480214,0.9999975716108904,0.9999953957327543,22978,9822,0,17200,9489b0ce016b1de6e3ad9a6497a3482c3655bf8f408073b3e07d22294be2f3d3
ciciot2023,drift,23,HeavyMLP,50000,0.83632,0.8752439024390244,0.6775921840529467,1.0,0.8078151418373097,0.9999956439662507,0.9999919891486417,24616,8184,0,17200,9489b0ce016b1de6e3ad9a6497a3482c3655bf8f408073b3e07d22294be2f3d3
ciciot2023,drift,37,TinyDT,50000,0.77482,0.8283689024390244,0.6043782283284725,1.0,0.7534111566175343,0.9997509385635281,0.9991030226040729,21541,11259,0,17200,f7881829a914c302d5ee70377153a81175963c12b86b114dc32c51a728d0928d
ciciot2023,drift,37,LightLR,50000,0.72154,0.7877591463414635,0.5526459531536163,1.0,0.7118763321813629,0.9999880707600681,0.9999800411151999,18877,13923,0,17200,f7881829a914c302d5ee70377153a81175963c12b86b114dc32c51a728d0928d
ciciot2023,drift,37,MedRF,50000,0.80464,0.8510975609756097,0.6377929397804806,1.0,0.7788444122441587,0.9999977417753829,0.999995708746273,23032,9768,0,17200,f7881829a914c302d5ee70377153a81175963c12b86b114dc32c51a728d0928d
ciciot2023,drift,37,HeavyMLP,50000,0.83848,0.8768902439024391,0.6804874188953949,1.0,0.8098691025520294,0.9999969086783891,0.9999942472495653,24724,8076,0,17200,f7881829a914c302d5ee70377153a81175963c12b86b114dc32c51a728d0928d
ciciot2023,drift,53,TinyDT,50000,0.77518,0.8286432926829268,0.6047607327449809,1.0,0.7537082886001621,0.9997819643363585,0.9992209396465201,21559,11241,0,17200,1b31541e94905e5e042141fa7ac1a96af44afaf248571f3081084ef484d568fd
ciciot2023,drift,53,LightLR,50000,0.71816,0.7851829268292683,0.5496612552729132,1.0,0.7093953641837829,0.9999919331395349,0.9999867834717373,18708,14092,0,17200,1b31541e94905e5e042141fa7ac1a96af44afaf248571f3081084ef484d568fd
ciciot2023,drift,53,MedRF,50000,0.80278,0.8496798780487804,0.6356010494808026,1.0,0.7772079257133819,0.9999968005530346,0.9999939559013833,22939,9861,0,17200,1b31541e94905e5e042141fa7ac1a96af44afaf248571f3081084ef484d568fd
ciciot2023,drift,53,HeavyMLP,50000,0.83772,0.876310975609756,0.6794659081930947,1.0,0.8091452227501529,0.999997463485536,0.9999952900762705,24686,8114,0,17200,1b31541e94905e5e042141fa7ac1a96af44afaf248571f3081084ef484d568fd
ciciot2023,drift,71,TinyDT,50000,0.7778,0.830640243902439,0.6075591663723066,1.0,0.7558778290485607,0.9997666938457175,0.9991621350276156,21690,11110,0,17200,aaa1e9f09e3f791db3d2af055af857c2a359d8465596d856b6ff6ec70eef98e4
ciciot2023,drift,71,LightLR,50000,0.72408,0.7896812960862167,0.5549138542943796,0.9999418604651162,0.7137402996223596,0.9999306508791832,0.9999430731608455,19005,13795,1,17199,aaa1e9f09e3f791db3d2af055af857c2a359d8465596d856b6ff6ec70eef98e4
ciciot2023,drift,71,MedRF,50000,0.80378,0.8504420731707317,0.6367776091222095,1.0,0.7780869014498654,0.9999962936046511,0.9999929857806912,22989,9811,0,17200,aaa1e9f09e3f791db3d2af055af857c2a359d8465596d856b6ff6ec70eef98e4
ciciot2023,drift,71,HeavyMLP,50000,0.83876,0.8771036585365853,0.6808645396247328,1.0,0.810136121708822,0.9999969600822461,0.9999943604377374,24738,8062,0,17200,aaa1e9f09e3f791db3d2af055af857c2a359d8465596d856b6ff6ec70eef98e4
ciciot2023,drift,89,TinyDT,50000,0.7756,0.8289634146341464,0.6052076002814919,1.0,0.7540552389302937,0.999709876630743,0.9988950002399856,21580,11220,0,17200,9b3a816c436d10e37ca2e6f382dc26557213625a88210ebbeb3ae033cd69c4fb
ciciot2023,drift,89,LightLR,50000,0.72094,0.7873018292682927,0.5521137611144994,1.0,0.711434657622071,0.9999961518009075,0.9999932497416382,18847,13953,0,17200,9b3a816c436d10e37ca2e6f382dc26557213625a88210ebbeb3ae033cd69c4fb
ciciot2023,drift,89,MedRF,50000,0.8057,0.8519054878048781,0.6390488575143972,1.0,0.7797801201405418,0.9999977701361316,0.9999957723278065,23085,9715,0,17200,9b3a816c436d10e37ca2e6f382dc26557213625a88210ebbeb3ae033cd69c4fb
ciciot2023,drift,89,HeavyMLP,50000,0.8399,0.8779725609756097,0.6824042848641143,1.0,0.8112250913807334,0.9999986413428814,0.9999973962595526,24795,8005,0,17200,9b3a816c436d10e37ca2e6f382dc26557213625a88210ebbeb3ae033cd69c4fb
ciciot2023,drift,107,TinyDT,50000,0.77608,0.8293292682926829,0.6057191153683618,1.0,0.7544521449249935,0.9997513746100397,0.9991034734174252,21604,11196,0,17200,38b9bdbc23b687e0e4d57b4867b5ead7e82311422b4e6231e3c0b3f0d9fc748f
ciciot2023,drift,107,LightLR,50000,0.71762,0.7847713414634147,0.5491873942335324,1.0,0.7090005977039923,0.9999945494186047,0.9999903592685443,18681,14119,0,17200,38b9bdbc23b687e0e4d57b4867b5ead7e82311422b4e6231e3c0b3f0d9fc748f
ciciot2023,drift,107,MedRF,50000,0.80282,0.8497103658536586,0.6356480283824236,1.0,0.7772430466119885,0.9999967278786159,0.9999938057551536,22941,9859,0,17200,38b9bdbc23b687e0e4d57b4867b5ead7e82311422b4e6231e3c0b3f0d9fc748f
ciciot2023,drift,107,HeavyMLP,50000,0.8366,0.8754573170731708,0.6779661016949152,1.0,0.8080808080808081,0.9999977541832105,0.9999958655910725,24630,8170,0,17200,38b9bdbc23b687e0e4d57b4867b5ead7e82311422b4e6231e3c0b3f0d9fc748f
ciciot2023,drift,131,TinyDT,50000,0.77614,0.829375,0.6057831155566513,1.0,0.7545017875551071,0.9997711810479296,0.9991281476518953,21607,11193,0,17200,2673e3f1dd0395796b7125ce30a38147da7a1424f6f2ae6afb10e177c84b21b4
ciciot2023,drift,131,LightLR,50000,0.7205,0.7869664634146342,0.5517241379310345,1.0,0.7111111111111111,0.9999996827141238,0.9999993964719572,18825,13975,0,17200,2673e3f1dd0395796b7125ce30a38147da7a1424f6f2ae6afb10e177c84b21b4
ciciot2023,drift,131,MedRF,50000,0.80314,0.849954268292683,0.6360241097511371,1.0,0.7775241281106616,0.9999976956891663,0.9999956097011999,22957,9843,0,17200,2673e3f1dd0395796b7125ce30a38147da7a1424f6f2ae6afb10e177c84b21b4
ciciot2023,drift,131,HeavyMLP,50000,0.8386,0.8769817073170731,0.6806489908982983,1.0,0.8099835177772545,0.9999992032402155,0.9999984615114269,24730,8070,0,17200,2673e3f1dd0395796b7125ce30a38147da7a1424f6f2ae6afb10e177c84b21b4
ciciot2023,drift,157,TinyDT,50000,0.77496,0.8284756097560976,0.6045269225362013,1.0,0.7535266801016385,0.9998279388825866,0.9993952969842909,21548,11252,0,17200,ccc2d70c6fa9dcbe869c4a966e62911b4784e52f0941672fcb2da4e7db4359a8
ciciot2023,drift,157,LightLR,50000,0.71616,0.783644710720363,0.5479133482000638,0.9999418604651162,0.7079234410372505,0.9999397812677255,0.9999577609658621,18609,14191,1,17199,ccc2d70c6fa9dcbe869c4a966e62911b4784e52f0941672fcb2da4e7db4359a8
ciciot2023,drift,157,MedRF,50000,0.80268,0.8496036585365854,0.6354836326017882,1.0,0.7771201373514661,0.9999987521270562,0.9999976214768816,22934,9866,0,17200,ccc2d70c6fa9dcbe869c4a966e62911b4784e52f0941672fcb2da4e7db4359a8
ciciot2023,drift,157,HeavyMLP,50000,0.8373,0.8759908536585366,0.6789027037694888,1.0,0.8087457388033384,0.9999975042541123,0.9999954022782402,24665,8135,0,17200,ccc2d70c6fa9dcbe869c4a966e62911b4784e52f0941672fcb2da4e7db4359a8
ciciot2023,drift,191,TinyDT,50000,0.77356,0.8274085365853658,0.6030432648481874,1.0,0.7523730370499978,0.9996792009359048,0.9987783890307813,21478,11322,0,17200,7a86a31dfde47d38f2d0bb58138a69a4447616eaf29f217e2ec274c6457508fa
ciciot2023,drift,191,LightLR,50000,0.71672,0.7840715399886558,0.5484025253491487,0.9999418604651162,0.7083316173139492,0.9999379732699942,0.9999548039350256,18637,14163,1,17199,7a86a31dfde47d38f2d0bb58138a69a4447616eaf29f217e2ec274c6457508fa
ciciot2023,drift,191,MedRF,50000,0.8014,0.8486280487804878,0.633984518982676,1.0,0.775998195353034,0.9999972046937039,0.999994697704877,22870,9930,0,17200,7a86a31dfde47d38f2d0bb58138a69a4447616eaf29f217e2ec274c6457508fa
ciciot2023,drift,191,HeavyMLP,50000,0.83306,0.8727591463414635,0.6732688769718558,1.0,0.804734835193113,0.9999979828417469,0.9999962651597111,24453,8347,0,17200,7a86a31dfde47d38f2d0bb58138a69a4447616eaf29f217e2ec274c6457508fa
n_baiot,stationary,11,TinyDT,20000,0.9971,0.9864624507221174,0.9969458018658374,0.9998329249276008,0.998387276165054,0.9885107687676639,0.997391228466765,1989,55,3,17953,2dfde0625f6a055ee1884dbd6bc256adebfe517b3f770832c4f7f3836d45393a
n_baiot,stationary,11,LightLR,20000,0.99695,0.9861621406360144,0.9968900982951074,0.9997215415460013,0.9983038122514807,0.9968171817258016,0.9995140360018804,1988,56,5,17951,2dfde0625f6a055ee1884dbd6bc256adebfe517b3f770832c4f7f3836d45393a
n_baiot,stationary,11,MedRF,20000,0.9996,0.9986933704872838,0.9997215725581914,0.9998329249276008,0.9997772456423679,0.9999956133257246,0.9999995019801668,2039,5,3,17953,2dfde0625f6a055ee1884dbd6bc256adebfe517b3f770832c4f7f3836d45393a
n_baiot,stationary,11,HeavyMLP,20000,0.9959,0.9803748366849341,0.9955639347898414,0.9998886166184006,0.9977215893303696,0.9942352152184138,0.9987324219109389,1964,80,2,17954,2dfde0625f6a055ee1884dbd6bc256adebfe517b3f770832c4f7f3836d45393a
n_baiot,stationary,23,TinyDT,20000,0.9974,0.9872730066838028,0.9971732623877619,0.9999444197421076,0.9985569184658933,0.9895212807064316,0.9976671686575205,1957,51,1,17991,6e6970f0782d426ae73ff7b9bb707ead48a7e3780463321d31b721e7db50ec50
n_baiot,stationary,23,LightLR,20000,0.99715,0.9871340560390718,0.9971724787935909,0.9996665184526456,0.9984179411030003,0.9955218034044347,0.9992812777694627,1957,51,6,17986,6e6970f0782d426ae73ff7b9bb707ead48a7e3780463321d31b721e7db50ec50
n_baiot,stationary,23,MedRF,20000,0.9994,0.9978968076117052,0.9995554567681707,0.9997776789684304,0.9996665555185061,0.9999928863912956,0.9999992092651177,2000,8,4,17988,6e6970f0782d426ae73ff7b9bb707ead48a7e3780463321d31b721e7db50ec50
n_baiot,stationary,23,HeavyMLP,20000,0.99585,0.9804387385982969,0.9956822585109327,0.999722098710538,0.9976980891366447,0.9941810404004259,0.9987349831246799,1930,78,5,17987,6e6970f0782d426ae73ff7b9bb707ead48a7e3780463321d31b721e7db50ec50
n_baiot,stationary,37,TinyDT,20000,0.99705,0.9855287338544064,0.9968469963491536,0.9998890306830162,0.9983656962411014,0.9883441522804377,0.9974500739461976,1920,57,2,18021,8b5263f43bb5891a5b2b732b86a4db8afb09f2f1a0dbc02285293711eecda4e4
n_baiot,stationary,37,LightLR,20000,0.99725,0.9867655337608712,0.9971226206285967,0.9998335460245242,0.9984762432469871,0.9961878503416264,0.9994396101559262,1925,52,3,18020,8b5263f43bb5891a5b2b732b86a4db8afb09f2f1a0dbc02285293711eecda4e4
n_baiot,stationary,37,MedRF,20000,0.99955,0.9981741562115132,0.9996117151098292,0.9998890306830162,0.9997503536656404,0.9999980354445652,0.9999997850383301,1970,7,2,18021,8b5263f43bb5891a5b2b732b86a4db8afb09f2f1a0dbc02285293711eecda4e4
n_baiot,stationary,37,HeavyMLP,20000,0.996,0.9799924903465254,0.9956356002430805,0.9999445153415081,0.9977854058243827,0.9944303590497288,0.9988459062416923,1898,79,1,18022,8b5263f43bb5891a5b2b732b86a4db8afb09f2f1a0dbc02285293711eecda4e4
n_baiot,stationary,53,TinyDT,20000,0.99665,0.984083613466815,0.9965127864496844,0.9997778641639362,0.9981426551714578,0.9864567219231881,0.9970151765311499,1930,63,4,18003,2f411188f167b52633df0dde20810e2ab2052dd02eb6076e22813a9d27948335
n_baiot,stationary,53,LightLR,20000,0.99715,0.9859230609181338,0.9968995681541357,0.9999444660409841,0.998419695583465,0.9961534304368617,0.9993871175681645,1937,56,1,18006,2f411188f167b52633df0dde20810e2ab2052dd02eb6076e22813a9d27948335
n_baiot,stationary,53,MedRF,20000,0.99965,0.9984669645809536,0.9996668887408394,0.9999444660409841,0.9998056581248785,0.9999996656259366,0.9999999630001416,1987,6,1,18006,2f411188f167b52633df0dde20810e2ab2052dd02eb6076e22813a9d27948335
n_baiot,stationary,53,HeavyMLP,20000,0.9958,0.9789262418464626,0.9953568072522249,1.0,0.9976730012743088,0.9939098779977714,0.9986846548586733,1909,84,0,18007,2f411188f167b52633df0dde20810e2ab2052dd02eb6076e22813a9d27948335
n_baiot,stationary,71,TinyDT,20000,0.9976,0.9884731073122972,0.997449969510505,0.9998888580161156,0.9986679247377477,0.9895019605750837,0.9976848082225777,1959,46,2,17993,ded54663fdf82eabf13c27f1b232379c34645ca287f7f5d62aec3b6caea4f916
n_baiot,stationary,71,LightLR,20000,0.9969,0.9854250176171131,0.9967865255692836,0.9997777160322312,0.9982798801464876,0.9960934978474902,0.9994781362031278,1947,58,4,17991,ded54663fdf82eabf13c27f1b232379c34645ca287f7f5d62aec3b6caea4f916
n_baiot,stationary,71,MedRF,20000,0.99945,0.9979216310432588,0.9995555555555555,0.9998332870241734,0.9996944020002778,0.9999962583122632,0.9999995840548919,1997,8,3,17992,ded54663fdf82eabf13c27f1b232379c34645ca287f7f5d62aec3b6caea4f916
n_baiot,stationary,71,HeavyMLP,20000,0.9959,0.9799943043197785,0.9955735074420407,0.9998888580161156,0.9977265165797937,0.994498707385468,0.9988086524612297,1925,80,2,17993,ded54663fdf82eabf13c27f1b232379c34645ca287f7f5d62aec3b6caea4f916
n_baiot,stationary,89,TinyDT,20000,0.9973,0.9873549511912301,0.9971694971694972,0.9998330550918197,0.9984994998332778,0.9883747406048944,0.9973959788379887,1979,51,3,17967,9142c7f1008816b7b37adb787c625e6f4b862a34f0c947adb3fd967dd97a92a2
n_baiot,stationary,89,LightLR,20000,0.997,0.9860955999462706,0.9968926867162358,0.9997774067890929,0.9983329628806401,0.9958275697591223,0.9993190693116111,1974,56,4,17966,9142c7f1008816b7b37adb787c625e6f4b862a34f0c947adb3fd967dd97a92a2
n_baiot,stationary,89,MedRF,20000,0.9997,0.999396092557108,0.9998886910062333,0.9997774067890929,0.9998330458011019,0.9999956961657497,0.9999995165629371,2028,2,4,17966,9142c7f1008816b7b37adb787c625e6f4b862a34f0c947adb3fd967dd97a92a2
n_baiot,stationary,89,HeavyMLP,20000,0.9957,0.9790362152575036,0.995291902071563,0.9999443516972732,0.9976127026426826,0.9931322730001563,0.9984812080602526,1945,85,1,17969,9142c7f1008816b7b37adb787c625e6f4b862a34f0c947adb3fd967dd97a92a2
n_baiot,stationary,107,TinyDT,20000,0.99695,0.9860143303971273,0.9969544271554349,0.9996668517490284,0.9983087970279187,0.989896553840831,0.9977738254401928,1935,55,6,18004,9ee9ba757dedd328935b5bfc7da83029e2206f824c41d3f37ef5cde134ed79a7
n_baiot,stationary,107,LightLR,20000,0.99665,0.984506792708685,0.9966233047329089,0.9996668517490284,0.9981427581427581,0.9965024455983414,0.9994826831966714,1929,61,6,18004,9ee9ba757dedd328935b5bfc7da83029e2206f824c41d3f37ef5cde134ed79a7
n_baiot,stationary,107,MedRF,20000,0.99935,0.9978511379775055,0.9995558763115527,0.9997223764575236,0.9996391194514616,0.9999933035527442,0.9999992632751028,1982,8,5,18005,9ee9ba757dedd328935b5bfc7da83029e2206f824c41d3f37ef5cde134ed79a7
n_baiot,stationary,107,HeavyMLP,20000,0.99605,0.9803742476960036,0.9956875103665617,0.9999444752915048,0.9978114524752749,0.9939570841436499,0.99871986575279,1912,78,1,18009,9ee9ba757dedd328935b5bfc7da83029e2206f824c41d3f37ef5cde134ed79a7
n_baiot,stationary,131,TinyDT,20000,0.99705,0.9866354119406496,0.9969403649310191,0.9997768479776848,0.9983565917383916,0.9874175463359713,0.9971020973378439,2020,55,4,17921,8d2843134e3429667796e66bea71ef2b6272d8051c54e0eb8e87df2f6a1e1b9b
n_baiot,stationary,131,LightLR,20000,0.99715,0.9869042697988607,0.996995994659546,0.9998326359832636,0.9984123004930224,0.9960618641931744,0.9993885663116383,2021,54,3,17922,8d2843134e3429667796e66bea71ef2b6272d8051c54e0eb8e87df2f6a1e1b9b
n_baiot,stationary,131,MedRF,20000,0.99945,0.9979886071482582,0.9995538204127161,0.9998326359832636,0.9996932087574955,0.9999948648149082,0.9999994084736015,2067,8,3,17922,8d2843134e3429667796e66bea71ef2b6272d8051c54e0eb8e87df2f6a1e1b9b
n_baiot,stationary,131,HeavyMLP,20000,0.9962,0.9818998168405841,0.9958331018389911,0.9999442119944212,0.9978844226700813,0.994556596259515,0.9987603862050324,2000,75,1,17924,8d2843134e3429667796e66bea71ef2b6272d8051c54e0eb8e87df2f6a1e1b9b
n_baiot,stationary,157,TinyDT,20000,0.99725,0.9873669883498519,0.997046366473473,0.9998882244453138,0.9984652733208695,0.9888474839532185,0.997380529017708,2054,53,2,17891,d9d5a7d363ac130e99bc6aa301f608ac1d2467824afc656bc06ae32e8e3cbb8a
n_baiot,stationary,157,LightLR,20000,0.99705,0.9866271317891349,0.9968795274713028,0.9998323366679707,0.9983537487095064,0.9970860240212406,0.9995971805298834,2051,56,3,17890,d9d5a7d363ac130e99bc6aa301f608ac1d2467824afc656bc06ae32e8e3cbb8a
n_baiot,stationary,157,MedRF,20000,0.99965,0.9985482307672373,0.999664767013074,0.9999441122226569,0.9998044201056131,0.9999992042556619,0.9999999064038937,2101,6,1,17892,d9d5a7d363ac130e99bc6aa301f608ac1d2467824afc656bc06ae32e8e3cbb8a
n_baiot,stationary,157,HeavyMLP,20000,0.9953,0.9781121236132597,0.9948840571651004,0.9998882244453138,0.997379863975917,0.9957492796325443,0.9990560936012222,2015,92,2,17891,d9d5a7d363ac130e99bc6aa301f608ac1d2467824afc656bc06ae32e8e3cbb8a
n_baiot,stationary,191,TinyDT,20000,0.99745,0.987542745481192,0.9971672961564096,1.0,0.9985816391801319,0.990235291406147,0.9977948637275237,1996,51,0,17953,7d03d87010c886334bcd6a136ae66f2d6e36d811676d024d4de2f1f6164c83fe
n_baiot,stationary,191,LightLR,20000,0.9972,0.9865378554125654,0.9969456322541234,0.9999442990029521,0.9984427141268075,0.9957686562081401,0.9993022457617914,1992,55,1,17952,7d03d87010c886334bcd6a136ae66f2d6e36d811676d024d4de2f1f6164c83fe
n_baiot,stationary,191,MedRF,20000,0.99975,0.9987787005373718,0.9997215725581914,1.0,0.9998607668959372,0.9999999727889609,0.9999999968975717,2042,5,0,17953,7d03d87010c886334bcd6a136ae66f2d6e36d811676d024d4de2f1f6164c83fe
n_baiot,stationary,191,HeavyMLP,20000,0.9961,0.9809477283829995,0.9956741167988464,1.0,0.9978323699421965,0.9956265329508949,0.9990252548824512,1969,78,0,17953,7d03d87010c886334bcd6a136ae66f2d6e36d811676d024d4de2f1f6164c83fe
