stream,benchmark_block,run_id,method,order,n_warmup,n_timed,mean_ns,median_ns,p95_ns,p99_ns,sd_ns,rss_before_bytes,rss_after_bytes,peak_rss_bytes,temp_before_c,temp_after_c,cpu_freq_before_hz,cpu_freq_after_hz,throttle_before,throttle_after,raw_array_path,source_hash,policy_hash,valid,failure_reason
observed_support,20,p1b-r1-observed_support-b20-Tabular-Q,Tabular-Q,3,1000,10000,10921.3016,10833.0,11166.0,11444.180000000004,1882.0333176589404,309747712,309747712,309530624,54.043,52.582,"[1800000000, 1800000000, 1800000000, 1800000000]","[1800000000, 1800000000, 1800000000, 1800000000]",throttled=0x0,throttled=0x0,corrected_replacement/raw/block-20-observed_support-Tabular-Q.npy,6c77bd6d5c1867c5ec2f156f8ecbdd3826f717b2ea75b37b4c91e4f7f7b72390,a89c52c9839fe4c97bbd81cdc97cd9d4bd58c9dab8a42dda728c225855501c17,true,
observed_support,20,p1b-r1-observed_support-b20-DQN,DQN,4,1000,10000,1561055.9239,1547693.0,1628878.8499999999,1652474.1900000002,50741.9280489175,309747712,309747712,309530624,54.53,55.017,"[1800000000, 1800000000, 1800000000, 1800000000]","[1800000000, 1800000000, 1800000000, 1800000000]",throttled=0x0,throttled=0x0,corrected_replacement/raw/block-20-observed_support-DQN.npy,6c77bd6d5c1867c5ec2f156f8ecbdd3826f717b2ea75b37b4c91e4f7f7b72390,123c380bb3d78c9ac8d34614eb1f0fcc30caaee79b420a78652f39c90a88a471,true,
exhaustive_324,21,p1b-r1-exhaustive_324-b21-DQN,DQN,1,1000,10000,1571198.98,1560378.0,1636154.0,1657228.74,47378.01360344375,309747712,309747712,309530624,54.53,54.043,"[1800000000, 1800000000, 1800000000, 1800000000]","[1800000000, 1800000000, 1800000000, 1800000000]",throttled=0x0,throttled=0x0,corrected_replacement/raw/block-21-exhaustive_324-DQN.npy,6c77bd6d5c1867c5ec2f156f8ecbdd3826f717b2ea75b37b4c91e4f7f7b72390,123c380bb3d78c9ac8d34614eb1f0fcc30caaee79b420a78652f39c90a88a471,true,
exhaustive_324,21,p1b-r1-exhaustive_324-b21-CFSM,CFSM,2,1000,10000,6265.9749,6222.0,6574.0,6667.180000000004,421.8859908185088,309747712,309747712,309530624,54.53,54.043,"[1800000000, 1800000000, 1800000000, 1800000000]","[1800000000, 1800000000, 1800000000, 1800000000]",throttled=0x0,throttled=0x0,corrected_replacement/raw/block-21-exhaustive_324-CFSM.npy,6c77bd6d5c1867c5ec2f156f8ecbdd3826f717b2ea75b37b4c91e4f7f7b72390,,true,
exhaustive_324,21,p1b-r1-exhaustive_324-b21-Tabular-Q,Tabular-Q,3,1000,10000,10372.4488,10333.0,10592.0,10926.0,745.7862344461106,309747712,309747712,309530624,54.043,54.043,"[1800000000, 1800000000, 1800000000, 1800000000]","[1800000000, 1800000000, 1800000000, 1800000000]",throttled=0x0,throttled=0x0,corrected_replacement/raw/block-21-exhaustive_324-Tabular-Q.npy,6c77bd6d5c1867c5ec2f156f8ecbdd3826f717b2ea75b37b4c91e4f7f7b72390,a89c52c9839fe4c97bbd81cdc97cd9d4bd58c9dab8a42dda728c225855501c17,true,
exhaustive_324,21,p1b-r1-exhaustive_324-b21-Static-LightLR,Static-LightLR,4,1000,10000,612.6542,611.0,667.0,907.0,85.51540393865353,309747712,309747712,309530624,54.043,53.069,"[1800000000, 1800000000, 1800000000, 1800000000]","[1800000000, 1800000000, 1800000000, 1800000000]",throttled=0x0,throttled=0x0,corrected_replacement/raw/block-21-exhaustive_324-Static-LightLR.npy,6c77bd6d5c1867c5ec2f156f8ecbdd3826f717b2ea75b37b4c91e4f7f7b72390,,true,
observed_support,21,p1b-r1-observed_support-b21-DQN,DQN,1,1000,10000,1579683.1222,1568776.0,1643895.9,1665025.6600000001,47152.902200007324,309747712,309747712,309530624,55.991,54.53,"[1800000000, 1800000000, 1800000000, 1800000000]","[1800000000, 1800000000, 1800000000, 1800000000]",throttled=0x0,throttled=0x0,corrected_replacement/raw/block-21-observed_support-DQN.npy,6c77bd6d5c1867c5ec2f156f8ecbdd3826f717b2ea75b37b4c91e4f7f7b72390,123c380bb3d78c9ac8d34614eb1f0fcc30caaee79b420a78652f39c90a88a471,true,
observed_support,21,p1b-r1-observed_support-b21-CFSM,CFSM,2,1000,10000,6542.6364,6482.0,6925.0,7148.0,726.75128230893,309747712,309747712,309530624,54.53,54.043,"[1800000000, 1800000000, 1800000000, 1800000000]","[1800000000, 1800000000, 1800000000, 1800000000]",throttled=0x0,throttled=0x0,corrected_replacement/raw/block-21-observed_support-CFSM.npy,6c77bd6d5c1867c5ec2f156f8ecbdd3826f717b2ea75b37b4c91e4f7f7b72390,,true,
observed_support,21,p1b-r1-observed_support-b21-Tabular-Q,Tabular-Q,3,1000,10000,10798.5233,10741.0,11092.0,11296.0,793.9666934879239,309747712,309747712,309530624,53.556,53.069,"[1800000000, 1800000000, 1800000000, 1800000000]","[1800000000, 1800000000, 1800000000, 1800000000]",throttled=0x0,throttled=0x0,corrected_replacement/raw/block-21-observed_support-Tabular-Q.npy,6c77bd6d5c1867c5ec2f156f8ecbdd3826f717b2ea75b37b4c91e4f7f7b72390,a89c52c9839fe4c97bbd81cdc97cd9d4bd58c9dab8a42dda728c225855501c17,true,
observed_support,21,p1b-r1-observed_support-b21-Static-LightLR,Static-LightLR,4,1000,10000,688.6668,648.0,908.0,1074.0,139.93301791468042,309747712,309747712,309530624,53.069,54.53,"[1800000000, 1800000000, 1800000000, 1800000000]","[1800000000, 1800000000, 1800000000, 1800000000]",throttled=0x0,throttled=0x0,corrected_replacement/raw/block-21-observed_support-Static-LightLR.npy,6c77bd6d5c1867c5ec2f156f8ecbdd3826f717b2ea75b37b4c91e4f7f7b72390,,true,
exhaustive_324,22,p1b-r1-exhaustive_324-b22-CFSM,CFSM,1,1000,10000,6259.5594,6204.0,6630.0,6722.0,630.2902281082937,309747712,309747712,309530624,54.043,52.095,"[1800000000, 1800000000, 1800000000, 1800000000]","[1800000000, 1800000000, 1800000000, 1800000000]",throttled=0x0,throttled=0x0,corrected_replacement/raw/block-22-exhaustive_324-CFSM.npy,6c77bd6d5c1867c5ec2f156f8ecbdd3826f717b2ea75b37b4c91e4f7f7b72390,,true,
exhaustive_324,22,p1b-r1-exhaustive_324-b22-Static-LightLR,Static-LightLR,2,1000,10000,608.7728,611.0,667.0,834.0,84.45075116952667,309747712,309747712,309530624,52.582,52.582,"[1800000000, 1800000000, 1800000000, 1800000000]","[1800000000, 1800000000, 1800000000, 1800000000]",throttled=0x0,throttled=0x0,corrected_replacement/raw/block-22-exhaustive_324-Static-LightLR.npy,6c77bd6d5c1867c5ec2f156f8ecbdd3826f717b2ea75b37b4c91e4f7f7b72390,,true,
exhaustive_324,22,p1b-r1-exhaustive_324-b22-DQN,DQN,3,1000,10000,1576247.194,1564748.0,1641432.95,1665192.85,50246.0712783204,309747712,309747712,309530624,54.53,53.069,"[1800000000, 1800000000, 1800000000, 1800000000]","[1800000000, 1800000000, 1800000000, 1800000000]",throttled=0x0,throttled=0x0,corrected_replacement/raw/block-22-exhaustive_324-DQN.npy,6c77bd6d5c1867c5ec2f156f8ecbdd3826f717b2ea75b37b4c91e4f7f7b72390,123c380bb3d78c9ac8d34614eb1f0fcc30caaee79b420a78652f39c90a88a471,true,
exhaustive_324,22,p1b-r1-exhaustive_324-b22-Tabular-Q,Tabular-Q,4,1000,10000,10399.8044,10352.0,10593.0,10851.01,750.1335399603308,309747712,309747712,309530624,54.53,53.069,"[1800000000, 1800000000, 1800000000, 1800000000]","[1800000000, 1800000000, 1800000000, 1800000000]",throttled=0x0,throttled=0x0,corrected_replacement/raw/block-22-exhaustive_324-Tabular-Q.npy,6c77bd6d5c1867c5ec2f156f8ecbdd3826f717b2ea75b37b4c91e4f7f7b72390,a89c52c9839fe4c97bbd81cdc97cd9d4bd58c9dab8a42dda728c225855501c17,true,
observed_support,22,p1b-r1-observed_support-b22-CFSM,CFSM,1,1000,10000,6570.0441,6518.0,6926.0,7167.180000000004,973.3947227532202,309747712,309747712,309530624,54.043,53.556,"[1800000000, 1800000000, 1800000000, 1800000000]","[1800000000, 1800000000, 1800000000, 1800000000]",throttled=0x0,throttled=0x0,corrected_replacement/raw/block-22-observed_support-CFSM.npy,6c77bd6d5c1867c5ec2f156f8ecbdd3826f717b2ea75b37b4c91e4f7f7b72390,,true,
observed_support,22,p1b-r1-observed_support-b22-Static-LightLR,Static-LightLR,2,1000,10000,759.7844,741.0,1019.0,1222.0,164.1990263328771,309747712,309747712,309530624,52.582,53.069,"[1800000000, 1800000000, 1800000000, 1800000000]","[1800000000, 1800000000, 1800000000, 1800000000]",throttled=0x0,throttled=0x0,corrected_replacement/raw/block-22-observed_support-Static-LightLR.npy,6c77bd6d5c1867c5ec2f156f8ecbdd3826f717b2ea75b37b4c91e4f7f7b72390,,true,
observed_support,22,p1b-r1-observed_support-b22-DQN,DQN,3,1000,10000,1584717.3436,1572739.0,1648080.95,1673987.37,52752.44936527727,309747712,309747712,309530624,54.53,53.556,"[1800000000, 1800000000, 1800000000, 1800000000]","[1800000000, 1800000000, 1800000000, 1800000000]",throttled=0x0,throttled=0x0,corrected_replacement/raw/block-22-observed_support-DQN.npy,6c77bd6d5c1867c5ec2f156f8ecbdd3826f717b2ea75b37b4c91e4f7f7b72390,123c380bb3d78c9ac8d34614eb1f0fcc30caaee79b420a78652f39c90a88a471,true,
observed_support,22,p1b-r1-observed_support-b22-Tabular-Q,Tabular-Q,4,1000,10000,10805.3779,10741.0,11074.0,11333.0,1019.0827691903323,309747712,309747712,309530624,54.53,53.069,"[1800000000, 1800000000, 1800000000, 1800000000]","[1800000000, 1800000000, 1800000000, 1800000000]",throttled=0x0,throttled=0x0,corrected_replacement/raw/block-22-observed_support-Tabular-Q.npy,6c77bd6d5c1867c5ec2f156f8ecbdd3826f717b2ea75b37b4c91e4f7f7b72390,a89c52c9839fe4c97bbd81cdc97cd9d4bd58c9dab8a42dda728c225855501c17,true,
exhaustive_324,23,p1b-r1-exhaustive_324-b23-CFSM,CFSM,1,1000,10000,6266.8956,6204.0,6629.0,6722.0,599.5955948707252,309747712,309747712,309530624,54.043,54.043,"[1800000000, 1800000000, 1800000000, 1800000000]","[1800000000, 1800000000, 1800000000, 1800000000]",throttled=0x0,throttled=0x0,corrected_replacement/raw/block-23-exhaustive_324-CFSM.npy,6c77bd6d5c1867c5ec2f156f8ecbdd3826f717b2ea75b37b4c91e4f7f7b72390,,true,
exhaustive_324,23,p1b-r1-exhaustive_324-b23-Tabular-Q,Tabular-Q,2,1000,10000,10459.9962,10408.0,10704.0,11111.0,708.2734412021329,309747712,309747712,309530624,53.556,53.069,"[1800000000, 1800000000, 1800000000, 1800000000]","[1800000000, 1800000000, 1800000000, 1800000000]",throttled=0x0,throttled=0x0,corrected_replacement/raw/block-23-exhaustive_324-Tabular-Q.npy,6c77bd6d5c1867c5ec2f156f8ecbdd3826f717b2ea75b37b4c91e4f7f7b72390,a89c52c9839fe4c97bbd81cdc97cd9d4bd58c9dab8a42dda728c225855501c17,true,
exhaustive_324,23,p1b-r1-exhaustive_324-b23-Static-LightLR,Static-LightLR,3,1000,10000,620.4211,611.0,667.0,815.0,211.782779680896,309747712,309747712,309530624,54.043,53.069,"[1800000000, 1800000000, 1800000000, 1800000000]","[1800000000, 1800000000, 1800000000, 1800000000]",throttled=0x0,throttled=0x0,corrected_replacement/raw/block-23-exhaustive_324-Static-LightLR.npy,6c77bd6d5c1867c5ec2f156f8ecbdd3826f717b2ea75b37b4c91e4f7f7b72390,,true,
exhaustive_324,23,p1b-r1-exhaustive_324-b23-DQN,DQN,4,1000,10000,1563409.219,1551100.0,1631766.8499999999,1655564.8900000001,50411.78065636378,309747712,309747712,309530624,55.017,54.53,"[1800000000, 1800000000, 1800000000, 1800000000]","[1800000000, 1800000000, 1800000000, 1800000000]",throttled=0x0,throttled=0x0,corrected_replacement/raw/block-23-exhaustive_324-DQN.npy,6c77bd6d5c1867c5ec2f156f8ecbdd3826f717b2ea75b37b4c91e4f7f7b72390,123c380bb3d78c9ac8d34614eb1f0fcc30caaee79b420a78652f39c90a88a471,true,
observed_support,23,p1b-r1-observed_support-b23-CFSM,CFSM,1,1000,10000,6587.2888,6537.0,6963.0,7222.0,1180.2067296821513,309747712,309747712,309530624,54.53,54.043,"[1800000000, 1800000000, 1800000000, 1800000000]","[1800000000, 1800000000, 1800000000, 1800000000]",throttled=0x0,throttled=0x0,corrected_replacement/raw/block-23-observed_support-CFSM.npy,6c77bd6d5c1867c5ec2f156f8ecbdd3826f717b2ea75b37b4c91e4f7f7b72390,,true,
observed_support,23,p1b-r1-observed_support-b23-Tabular-Q,Tabular-Q,2,1000,10000,10822.5076,10741.0,11056.0,11315.0,1398.086594941435,309747712,309747712,309530624,53.069,53.556,"[1800000000, 1800000000, 1800000000, 1800000000]","[1800000000, 1800000000, 1800000000, 1800000000]",throttled=0x0,throttled=0x0,corrected_replacement/raw/block-23-observed_support-Tabular-Q.npy,6c77bd6d5c1867c5ec2f156f8ecbdd3826f717b2ea75b37b4c91e4f7f7b72390,a89c52c9839fe4c97bbd81cdc97cd9d4bd58c9dab8a42dda728c225855501c17,true,
observed_support,23,p1b-r1-observed_support-b23-Static-LightLR,Static-LightLR,3,1000,10000,683.1451,648.0,888.0,1037.0,531.7239354028912,309747712,309747712,309530624,53.556,52.095,"[1800000000, 1800000000, 1800000000, 1800000000]","[1800000000, 1800000000, 1800000000, 1800000000]",throttled=0x0,throttled=0x0,corrected_replacement/raw/block-23-observed_support-Static-LightLR.npy,6c77bd6d5c1867c5ec2f156f8ecbdd3826f717b2ea75b37b4c91e4f7f7b72390,,true,
observed_support,23,p1b-r1-observed_support-b23-DQN,DQN,4,1000,10000,1584958.9817,1555165.5,1637802.0,1736716.5200000003,264917.55440964305,309747712,309747712,309530624,54.53,55.017,"[1800000000, 1800000000, 1800000000, 1800000000]","[1800000000, 1800000000, 1800000000, 1800000000]",throttled=0x0,throttled=0x0,corrected_replacement/raw/block-23-observed_support-DQN.npy,6c77bd6d5c1867c5ec2f156f8ecbdd3826f717b2ea75b37b4c91e4f7f7b72390,123c380bb3d78c9ac8d34614eb1f0fcc30caaee79b420a78652f39c90a88a471,true,
exhaustive_324,24,p1b-r1-exhaustive_324-b24-DQN,DQN,1,1000,10000,1575369.1431,1565100.0,1640693.8,1662507.23,43109.80756518467,309747712,309747712,309530624,54.53,53.556,"[1800000000, 1800000000, 1800000000, 1800000000]","[1800000000, 1800000000, 1800000000, 1800000000]",throttled=0x0,throttled=0x0,corrected_replacement/raw/block-24-exhaustive_324-DQN.npy,6c77bd6d5c1867c5ec2f156f8ecbdd3826f717b2ea75b37b4c91e4f7f7b72390,123c380bb3d78c9ac8d34614eb1f0fcc30caaee79b420a78652f39c90a88a471,true,
exhaustive_324,24,p1b-r1-exhaustive_324-b24-Tabular-Q,Tabular-Q,2,1000,10000,10416.25,10388.0,10593.0,10777.01,725.1568206543011,309747712,309747712,309530624,54.53,54.53,"[1800000000, 1800000000, 1800000000, 1800000000]","[1800000000, 1800000000, 1800000000, 1800000000]",throttled=0x0,throttled=0x0,corrected_replacement/raw/block-24-exhaustive_324-Tabular-Q.npy,6c77bd6d5c1867c5ec2f156f8ecbdd3826f717b2ea75b37b4c91e4f7f7b72390,a89c52c9839fe4c97bbd81cdc97cd9d4bd58c9dab8a42dda728c225855501c17,true,
exhaustive_324,24,p1b-r1-exhaustive_324-b24-Static-LightLR,Static-LightLR,3,1000,10000,622.4,611.0,685.0,852.0,97.91734565774374,309747712,309747712,309530624,54.53,54.043,"[1800000000, 1800000000, 1800000000, 1800000000]","[1800000000, 1800000000, 1800000000, 1800000000]",throttled=0x0,throttled=0x0,corrected_replacement/raw/block-24-exhaustive_324-Static-LightLR.npy,6c77bd6d5c1867c5ec2f156f8ecbdd3826f717b2ea75b37b4c91e4f7f7b72390,,true,
exhaustive_324,24,p1b-r1-exhaustive_324-b24-CFSM,CFSM,4,1000,10000,6213.3774,6148.0,6592.0,6685.0,563.6326425472663,309747712,309747712,309530624,54.043,54.53,"[1800000000, 1800000000, 1800000000, 1800000000]","[1800000000, 1800000000, 1800000000, 1800000000]",throttled=0x0,throttled=0x0,corrected_replacement/raw/block-24-exhaustive_324-CFSM.npy,6c77bd6d5c1867c5ec2f156f8ecbdd3826f717b2ea75b37b4c91e4f7f7b72390,,true,
observed_support,24,p1b-r1-observed_support-b24-DQN,DQN,1,1000,10000,1577729.6783,1566766.5,1642006.0,1661197.11,44497.421062932786,309747712,309747712,309530624,54.53,55.017,"[1800000000, 1800000000, 1800000000, 1800000000]","[1800000000, 1800000000, 1800000000, 1800000000]",throttled=0x0,throttled=0x0,corrected_replacement/raw/block-24-observed_support-DQN.npy,6c77bd6d5c1867c5ec2f156f8ecbdd3826f717b2ea75b37b4c91e4f7f7b72390,123c380bb3d78c9ac8d34614eb1f0fcc30caaee79b420a78652f39c90a88a471,true,
observed_support,24,p1b-r1-observed_support-b24-Tabular-Q,Tabular-Q,2,1000,10000,10768.7898,10722.0,11036.0,11259.0,775.9565349105368,309747712,309747712,309530624,55.017,55.017,"[1800000000, 1800000000, 1800000000, 1800000000]","[1800000000, 1800000000, 1800000000, 1800000000]",throttled=0x0,throttled=0x0,corrected_replacement/raw/block-24-observed_support-Tabular-Q.npy,6c77bd6d5c1867c5ec2f156f8ecbdd3826f717b2ea75b37b4c91e4f7f7b72390,a89c52c9839fe4c97bbd81cdc97cd9d4bd58c9dab8a42dda728c225855501c17,true,
observed_support,24,p1b-r1-observed_support-b24-Static-LightLR,Static-LightLR,3,1000,10000,695.6023,649.0,907.0,1056.0,447.71582759707985,309747712,309747712,309530624,53.556,54.043,"[1800000000, 1800000000, 1800000000, 1800000000]","[1800000000, 1800000000, 1800000000, 1800000000]",throttled=0x0,throttled=0x0,corrected_replacement/raw/block-24-observed_support-Static-LightLR.npy,6c77bd6d5c1867c5ec2f156f8ecbdd3826f717b2ea75b37b4c91e4f7f7b72390,,true,
observed_support,24,p1b-r1-observed_support-b24-CFSM,CFSM,4,1000,10000,6554.6076,6500.0,6925.0,7185.0,925.3782288928625,309747712,309747712,309530624,54.043,55.017,"[1800000000, 1800000000, 1800000000, 1800000000]","[1800000000, 1800000000, 1800000000, 1800000000]",throttled=0x0,throttled=0x0,corrected_replacement/raw/block-24-observed_support-CFSM.npy,6c77bd6d5c1867c5ec2f156f8ecbdd3826f717b2ea75b37b4c91e4f7f7b72390,,true,
exhaustive_324,25,p1b-r1-exhaustive_324-b25-CFSM,CFSM,1,1000,10000,6226.0667,6148.0,6611.0,6722.0,769.9608721393397,309747712,309747712,309530624,54.043,54.043,"[1800000000, 1800000000, 1800000000, 1800000000]","[1800000000, 1800000000, 1800000000, 1800000000]",throttled=0x0,throttled=0x0,corrected_replacement/raw/block-25-exhaustive_324-CFSM.npy,6c77bd6d5c1867c5ec2f156f8ecbdd3826f717b2ea75b37b4c91e4f7f7b72390,,true,
exhaustive_324,25,p1b-r1-exhaustive_324-b25-Static-LightLR,Static-LightLR,2,1000,10000,609.0187,611.0,666.0,797.0,81.06824998990446,309747712,309747712,309530624,54.043,53.556,"[1800000000, 1800000000, 1800000000, 1800000000]","[1800000000, 1800000000, 1800000000, 1800000000]",throttled=0x0,throttled=0x0,corrected_replacement/raw/block-25-exhaustive_324-Static-LightLR.npy,6c77bd6d5c1867c5ec2f156f8ecbdd3826f717b2ea75b37b4c91e4f7f7b72390,,true,
exhaustive_324,25,p1b-r1-exhaustive_324-b25-DQN,DQN,3,1000,10000,1574146.4744,1563378.0,1640099.9,1659284.74,42102.102377218675,309747712,309747712,309530624,53.556,54.53,"[1800000000, 1800000000, 1800000000, 1800000000]","[1800000000, 1800000000, 1800000000, 1800000000]",throttled=0x0,throttled=0x0,corrected_replacement/raw/block-25-exhaustive_324-DQN.npy,6c77bd6d5c1867c5ec2f156f8ecbdd3826f717b2ea75b37b4c91e4f7f7b72390,123c380bb3d78c9ac8d34614eb1f0fcc30caaee79b420a78652f39c90a88a471,true,
exhaustive_324,25,p1b-r1-exhaustive_324-b25-Tabular-Q,Tabular-Q,4,1000,10000,10415.2191,10370.0,10611.0,10963.0,702.7388955299963,309747712,309747712,309530624,54.53,54.53,"[1800000000, 1800000000, 1800000000, 1800000000]","[1800000000, 1800000000, 1800000000, 1800000000]",throttled=0x0,throttled=0x0,corrected_replacement/raw/block-25-exhaustive_324-Tabular-Q.npy,6c77bd6d5c1867c5ec2f156f8ecbdd3826f717b2ea75b37b4c91e4f7f7b72390,a89c52c9839fe4c97bbd81cdc97cd9d4bd58c9dab8a42dda728c225855501c17,true,
observed_support,25,p1b-r1-observed_support-b25-CFSM,CFSM,1,1000,10000,6559.3311,6518.0,6926.0,7148.0,722.829023249949,309747712,309747712,309530624,54.53,54.53,"[1800000000, 1800000000, 1800000000, 1800000000]","[1800000000, 1800000000, 1800000000, 1800000000]",throttled=0x0,throttled=0x0,corrected_replacement/raw/block-25-observed_support-CFSM.npy,6c77bd6d5c1867c5ec2f156f8ecbdd3826f717b2ea75b37b4c91e4f7f7b72390,,true,
observed_support,25,p1b-r1-observed_support-b25-Static-LightLR,Static-LightLR,2,1000,10000,816.2539,778.0,1000.0,1222.0,350.9470128315264,309747712,309747712,309530624,54.53,54.53,"[1800000000, 1800000000, 1800000000, 1800000000]","[1800000000, 1800000000, 1800000000, 1800000000]",throttled=0x0,throttled=0x0,corrected_replacement/raw/block-25-observed_support-Static-LightLR.npy,6c77bd6d5c1867c5ec2f156f8ecbdd3826f717b2ea75b37b4c91e4f7f7b72390,,true,
observed_support,25,p1b-r1-observed_support-b25-DQN,DQN,3,1000,10000,1578258.0986,1567322.5,1642211.8,1666099.67,45821.275349384836,309747712,309747712,309530624,55.504,54.043,"[1800000000, 1800000000, 1800000000, 1800000000]","[1800000000, 1800000000, 1800000000, 1800000000]",throttled=0x0,throttled=0x0,corrected_replacement/raw/block-25-observed_support-DQN.npy,6c77bd6d5c1867c5ec2f156f8ecbdd3826f717b2ea75b37b4c91e4f7f7b72390,123c380bb3d78c9ac8d34614eb1f0fcc30caaee79b420a78652f39c90a88a471,true,
observed_support,25,p1b-r1-observed_support-b25-Tabular-Q,Tabular-Q,4,1000,10000,10689.9362,10648.0,10926.0,11185.0,751.2327583347784,309747712,309747712,309530624,55.017,54.53,"[1800000000, 1800000000, 1800000000, 1800000000]","[1800000000, 1800000000, 1800000000, 1800000000]",throttled=0x0,throttled=0x0,corrected_replacement/raw/block-25-observed_support-Tabular-Q.npy,6c77bd6d5c1867c5ec2f156f8ecbdd3826f717b2ea75b37b4c91e4f7f7b72390,a89c52c9839fe4c97bbd81cdc97cd9d4bd58c9dab8a42dda728c225855501c17,true,
exhaustive_324,26,p1b-r1-exhaustive_324-b26-Tabular-Q,Tabular-Q,1,1000,10000,10373.0618,10333.0,10573.0,10814.0,760.8285282412185,309747712,309747712,309530624,54.043,54.53,"[1800000000, 1800000000, 1800000000, 1800000000]","[1800000000, 1800000000, 1800000000, 1800000000]",throttled=0x0,throttled=0x0,corrected_replacement/raw/block-26-exhaustive_324-Tabular-Q.npy,6c77bd6d5c1867c5ec2f156f8ecbdd3826f717b2ea75b37b4c91e4f7f7b72390,a89c52c9839fe4c97bbd81cdc97cd9d4bd58c9dab8a42dda728c225855501c17,true,
exhaustive_324,26,p1b-r1-exhaustive_324-b26-CFSM,CFSM,2,1000,10000,6177.7257,6111.0,6574.0,6685.0,575.6216945990129,309747712,309747712,309530624,53.556,54.043,"[1800000000, 1800000000, 1800000000, 1800000000]","[1800000000, 1800000000, 1800000000, 1800000000]",throttled=0x0,throttled=0x0,corrected_replacement/raw/block-26-exhaustive_324-CFSM.npy,6c77bd6d5c1867c5ec2f156f8ecbdd3826f717b2ea75b37b4c91e4f7f7b72390,,true,
exhaustive_324,26,p1b-r1-exhaustive_324-b26-DQN,DQN,3,1000,10000,1574347.7187,1564544.5,1638210.95,1656330.2600000002,40797.960547015704,309747712,309747712,309530624,54.53,53.556,"[1800000000, 1800000000, 1800000000, 1800000000]","[1800000000, 1800000000, 1800000000, 1800000000]",throttled=0x0,throttled=0x0,corrected_replacement/raw/block-26-exhaustive_324-DQN.npy,6c77bd6d5c1867c5ec2f156f8ecbdd3826f717b2ea75b37b4c91e4f7f7b72390,123c380bb3d78c9ac8d34614eb1f0fcc30caaee79b420a78652f39c90a88a471,true,
exhaustive_324,26,p1b-r1-exhaustive_324-b26-Static-LightLR,Static-LightLR,4,1000,10000,615.1889,611.0,667.0,834.0,260.06790487929277,309747712,309747712,309530624,53.556,54.043,"[1800000000, 1800000000, 1800000000, 1800000000]","[1800000000, 1800000000, 1800000000, 1800000000]",throttled=0x0,throttled=0x0,corrected_replacement/raw/block-26-exhaustive_324-Static-LightLR.npy,6c77bd6d5c1867c5ec2f156f8ecbdd3826f717b2ea75b37b4c91e4f7f7b72390,,true,
observed_support,26,p1b-r1-observed_support-b26-Tabular-Q,Tabular-Q,1,1000,10000,10744.5623,10685.0,10981.0,11241.0,1140.349227103121,309747712,309747712,309530624,54.53,54.043,"[1800000000, 1800000000, 1800000000, 1800000000]","[1800000000, 1800000000, 1800000000, 1800000000]",throttled=0x0,throttled=0x0,corrected_replacement/raw/block-26-observed_support-Tabular-Q.npy,6c77bd6d5c1867c5ec2f156f8ecbdd3826f717b2ea75b37b4c91e4f7f7b72390,a89c52c9839fe4c97bbd81cdc97cd9d4bd58c9dab8a42dda728c225855501c17,true,
observed_support,26,p1b-r1-observed_support-b26-CFSM,CFSM,2,1000,10000,6580.3422,6537.0,6944.0,7185.0,655.4435337401325,309747712,309747712,309530624,54.53,55.017,"[1800000000, 1800000000, 1800000000, 1800000000]","[1800000000, 1800000000, 1800000000, 1800000000]",throttled=0x0,throttled=0x0,corrected_replacement/raw/block-26-observed_support-CFSM.npy,6c77bd6d5c1867c5ec2f156f8ecbdd3826f717b2ea75b37b4c91e4f7f7b72390,,true,
observed_support,26,p1b-r1-observed_support-b26-DQN,DQN,3,1000,10000,1575819.9901,1565415.0,1640062.0,1660136.49,57382.00831408934,309747712,309747712,309530624,54.53,54.53,"[1800000000, 1800000000, 1800000000, 1800000000]","[1800000000, 1800000000, 1800000000, 1800000000]",throttled=0x0,throttled=0x0,corrected_replacement/raw/block-26-observed_support-DQN.npy,6c77bd6d5c1867c5ec2f156f8ecbdd3826f717b2ea75b37b4c91e4f7f7b72390,123c380bb3d78c9ac8d34614eb1f0fcc30caaee79b420a78652f39c90a88a471,true,
observed_support,26,p1b-r1-observed_support-b26-Static-LightLR,Static-LightLR,4,1000,10000,700.5509,648.0,944.0,1130.0,342.32909506806897,309747712,309747712,309530624,54.53,53.556,"[1800000000, 1800000000, 1800000000, 1800000000]","[1800000000, 1800000000, 1800000000, 1800000000]",throttled=0x0,throttled=0x0,corrected_replacement/raw/block-26-observed_support-Static-LightLR.npy,6c77bd6d5c1867c5ec2f156f8ecbdd3826f717b2ea75b37b4c91e4f7f7b72390,,true,
exhaustive_324,27,p1b-r1-exhaustive_324-b27-CFSM,CFSM,1,1000,10000,6168.8022,6110.5,6519.0,6648.0,513.3056235241089,309747712,309747712,309530624,54.043,54.53,"[1800000000, 1800000000, 1800000000, 1800000000]","[1800000000, 1800000000, 1800000000, 1800000000]",throttled=0x0,throttled=0x0,corrected_replacement/raw/block-27-exhaustive_324-CFSM.npy,6c77bd6d5c1867c5ec2f156f8ecbdd3826f717b2ea75b37b4c91e4f7f7b72390,,true,
