supp_block_id,run_id,method,valid,run_order,trace_id,trace_hash,config_hash,policy_hash,model_hash,device_id,start_time,end_time,duration_s,energy_j,mean_power_w,tn,fp,fn,tp,f1,recall,fpr,balanced_accuracy,inference_mean_ms,inference_p50_ms,inference_p95_ms,max_temperature_c,mean_temperature_c,runtime_switch_count,initial_selection_events,throttle_flag,undervoltage_flag,missing_power_samples,missing_windows,failure_reason,replacement_for
6,supp-lightlr-S06-p1-Static-LightLR,Static-LightLR,true,1,formal_test_89,732a5f7f999dcaaf8f71ade41069157a3d6ead950d7660c6e7415bf731677274,59e184f6b0c7a8f6e47190dbd4e072857fe0d67d13cfea147c4579251063e618,,a6cafb1426058f0268dd9da065fa3848b95c0a5531b3ec5c1b65987e5ca5268f,Pi4 CPU 100000005368e39d; KM003C SN 075356,1788829933.754292,1788830433.7567682,500.00247633300023,1193.607229133216,2.3872026352491043,32398,402,587,16613,0.9710945491743388,0.9658720930232558,0.01225609756097561,0.9768079977311401,1.434357236,1.431789,1.4757649499999999,31.154,29.641378,1,1,false,false,0,0,,
6,supp-lightlr-S06-p2-Static-MedRF,Static-MedRF,true,2,formal_test_89,732a5f7f999dcaaf8f71ade41069157a3d6ead950d7660c6e7415bf731677274,59e184f6b0c7a8f6e47190dbd4e072857fe0d67d13cfea147c4579251063e618,,35bc9b8674c5ae3b7c163ab29d7fd3d3abfe61dfaa1d26323530f9d14a2b2688,Pi4 CPU 100000005368e39d; KM003C SN 075356,1788830446.9980009,1788830946.9980876,500.00008672900003,1203.7272198676253,2.407454022143091,32333,467,55,17145,0.9850051706308169,0.9968023255813954,0.014237804878048781,0.9912822603516733,32.01962609,30.003838000000002,38.46818225,32.128,29.95111,1,1,false,false,0,0,,
6,supp-lightlr-S06-p3-DQN,DQN,true,3,formal_test_89,732a5f7f999dcaaf8f71ade41069157a3d6ead950d7660c6e7415bf731677274,59e184f6b0c7a8f6e47190dbd4e072857fe0d67d13cfea147c4579251063e618,123c380bb3d78c9ac8d34614eb1f0fcc30caaee79b420a78652f39c90a88a471,multiple_resident_models_bound_in_runtime_manifest,Pi4 CPU 100000005368e39d; KM003C SN 075356,1788830962.4666638,1788831462.4673648,500.000700999999,1196.171095115092,2.3923388361711404,32398,402,587,16613,0.9710945491743388,0.9658720930232558,0.01225609756097561,0.9768079977311401,1.449308968,1.447586,1.4781502499999999,32.128,29.981304,1,1,false,false,0,0,,
6,supp-lightlr-S06-p4-Tabular-Q,Tabular-Q,true,4,formal_test_89,732a5f7f999dcaaf8f71ade41069157a3d6ead950d7660c6e7415bf731677274,59e184f6b0c7a8f6e47190dbd4e072857fe0d67d13cfea147c4579251063e618,a89c52c9839fe4c97bbd81cdc97cd9d4bd58c9dab8a42dda728c225855501c17,multiple_resident_models_bound_in_runtime_manifest,Pi4 CPU 100000005368e39d; KM003C SN 075356,1788831476.098065,1788831976.099937,500.00187212450146,1188.2078817131521,2.3764068655672674,32398,402,587,16613,0.9710945491743388,0.9658720930232558,0.01225609756097561,0.9768079977311401,1.427083158,1.4252894999999999,1.4535314,31.641,29.828386000000002,1,1,false,false,0,0,,
7,supp-lightlr-S07-p1-DQN,DQN,true,1,formal_test_107,50607cd4ee6d437f0482a307ebe0bd40876941cc4f38f212c5ebcaf298e43b3a,59e184f6b0c7a8f6e47190dbd4e072857fe0d67d13cfea147c4579251063e618,123c380bb3d78c9ac8d34614eb1f0fcc30caaee79b420a78652f39c90a88a471,multiple_resident_models_bound_in_runtime_manifest,Pi4 CPU 100000005368e39d; KM003C SN 075356,1788831991.372272,1788832491.3801877,500.00791562499944,1197.3765025886755,2.3947150938440243,32348,452,548,16652,0.9708488805970148,0.968139534883721,0.013780487804878049,0.9771795235394214,1.524084208,1.5225564999999999,1.5623902,31.641,30.059224,1,1,false,false,0,0,,
7,supp-lightlr-S07-p2-Static-LightLR,Static-LightLR,true,2,formal_test_107,50607cd4ee6d437f0482a307ebe0bd40876941cc4f38f212c5ebcaf298e43b3a,59e184f6b0c7a8f6e47190dbd4e072857fe0d67d13cfea147c4579251063e618,,a6cafb1426058f0268dd9da065fa3848b95c0a5531b3ec5c1b65987e5ca5268f,Pi4 CPU 100000005368e39d; KM003C SN 075356,1788832505.1562922,1788833005.1483812,499.9920890624999,1191.5063830285785,2.383050470383819,32348,452,548,16652,0.9708488805970148,0.968139534883721,0.013780487804878049,0.9771795235394214,1.469012748,1.4811495,1.54325515,31.641,29.931630000000002,1,1,false,false,0,0,,
7,supp-lightlr-S07-p3-Static-MedRF,Static-MedRF,true,3,formal_test_107,50607cd4ee6d437f0482a307ebe0bd40876941cc4f38f212c5ebcaf298e43b3a,59e184f6b0c7a8f6e47190dbd4e072857fe0d67d13cfea147c4579251063e618,,35bc9b8674c5ae3b7c163ab29d7fd3d3abfe61dfaa1d26323530f9d14a2b2688,Pi4 CPU 100000005368e39d; KM003C SN 075356,1788833018.449614,1788833518.4502337,500.0006195829992,1204.4021957196348,2.4088014065344696,32294,506,65,17135,0.9836112625929221,0.9962209302325581,0.015426829268292683,0.9903970504821327,32.845377342,30.116308500000002,38.359732,31.641,30.232596,1,1,false,false,0,0,,
7,supp-lightlr-S07-p4-Tabular-Q,Tabular-Q,true,4,formal_test_107,50607cd4ee6d437f0482a307ebe0bd40876941cc4f38f212c5ebcaf298e43b3a,59e184f6b0c7a8f6e47190dbd4e072857fe0d67d13cfea147c4579251063e618,a89c52c9839fe4c97bbd81cdc97cd9d4bd58c9dab8a42dda728c225855501c17,multiple_resident_models_bound_in_runtime_manifest,Pi4 CPU 100000005368e39d; KM003C SN 075356,1788833531.684108,1788834031.6853561,500.001248083001,1194.644909668523,2.3892838552879176,32348,452,548,16652,0.9708488805970148,0.968139534883721,0.013780487804878049,0.9771795235394214,1.437613914,1.429512,1.5231766,32.128,30.206298,1,1,false,false,0,0,,
8,supp-lightlr-S08-p1-Static-MedRF,Static-MedRF,true,1,formal_test_131,04fb5b68be502480a6b7a9fe1fc9a1542266c30e1596e4b574a17789cbbab5c8,59e184f6b0c7a8f6e47190dbd4e072857fe0d67d13cfea147c4579251063e618,,35bc9b8674c5ae3b7c163ab29d7fd3d3abfe61dfaa1d26323530f9d14a2b2688,Pi4 CPU 100000005368e39d; KM003C SN 075356,1788834044.895214,1788834544.8983603,500.003146250001,1204.3399900536592,2.408664823583911,32283,517,58,17142,0.9835049771938381,0.9966279069767442,0.01576219512195122,0.9904328559273965,33.26905458,31.481973500000002,38.36042595,31.641,30.391358,1,1,false,false,0,0,,
8,supp-lightlr-S08-p2-Tabular-Q,Tabular-Q,true,2,formal_test_131,04fb5b68be502480a6b7a9fe1fc9a1542266c30e1596e4b574a17789cbbab5c8,59e184f6b0c7a8f6e47190dbd4e072857fe0d67d13cfea147c4579251063e618,a89c52c9839fe4c97bbd81cdc97cd9d4bd58c9dab8a42dda728c225855501c17,multiple_resident_models_bound_in_runtime_manifest,Pi4 CPU 100000005368e39d; KM003C SN 075356,1788834558.155064,1788835058.1589646,500.0039004999999,1190.0991061373732,2.38017964449334,32339,461,549,16651,0.9705642340871997,0.9680813953488372,0.014054878048780488,0.9770132586500284,1.419329382,1.4179659999999998,1.4658135,32.128,30.371878,1,1,false,false,0,0,,
8,supp-lightlr-S08-p3-Static-LightLR,Static-LightLR,true,3,formal_test_131,04fb5b68be502480a6b7a9fe1fc9a1542266c30e1596e4b574a17789cbbab5c8,59e184f6b0c7a8f6e47190dbd4e072857fe0d67d13cfea147c4579251063e618,,a6cafb1426058f0268dd9da065fa3848b95c0a5531b3ec5c1b65987e5ca5268f,Pi4 CPU 100000005368e39d; KM003C SN 075356,1788835071.4825568,1788835571.4821928,499.99963591649794,1190.5395165569037,2.381080766938256,32339,461,549,16651,0.9705642340871997,0.9680813953488372,0.014054878048780488,0.9770132586500284,1.4386875159999999,1.4326504999999998,1.48806375,31.641,30.48194,1,1,false,false,0,0,,
8,supp-lightlr-S08-p4-DQN,DQN,true,4,formal_test_131,04fb5b68be502480a6b7a9fe1fc9a1542266c30e1596e4b574a17789cbbab5c8,59e184f6b0c7a8f6e47190dbd4e072857fe0d67d13cfea147c4579251063e618,123c380bb3d78c9ac8d34614eb1f0fcc30caaee79b420a78652f39c90a88a471,multiple_resident_models_bound_in_runtime_manifest,Pi4 CPU 100000005368e39d; KM003C SN 075356,1788835586.8026502,1788836086.802302,499.9996516044994,1195.635145391377,2.391271956999535,32339,461,549,16651,0.9705642340871997,0.9680813953488372,0.014054878048780488,0.9770132586500284,1.450197776,1.448724,1.47848695,32.128,30.690376,1,1,false,false,0,0,,
9,supp-lightlr-S09-p1-DQN,DQN,true,1,formal_test_157,e3bc54a1d0593e56f27ec70369bef784d00dd8edd2ace2f59037beda2ab62c39,59e184f6b0c7a8f6e47190dbd4e072857fe0d67d13cfea147c4579251063e618,123c380bb3d78c9ac8d34614eb1f0fcc30caaee79b420a78652f39c90a88a471,multiple_resident_models_bound_in_runtime_manifest,Pi4 CPU 100000005368e39d; KM003C SN 075356,1788836102.826966,1788836602.8330328,500.006066791997,1193.7956965247024,2.3875624233602,32359,441,537,16663,0.9714902052238806,0.9687790697674419,0.013445121951219512,0.9776669739081112,1.455013062,1.449215,1.4996762,32.128,30.773166,1,1,false,false,0,0,,
9,supp-lightlr-S09-p2-Static-MedRF-retry1,Static-MedRF,true,2,formal_test_157,e3bc54a1d0593e56f27ec70369bef784d00dd8edd2ace2f59037beda2ab62c39,59e184f6b0c7a8f6e47190dbd4e072857fe0d67d13cfea147c4579251063e618,,35bc9b8674c5ae3b7c163ab29d7fd3d3abfe61dfaa1d26323530f9d14a2b2688,Pi4 CPU 100000005368e39d; KM003C SN 075356,1788837730.97508,1788838230.973794,499.9987140209999,1203.3236086465156,2.4066534071045154,32315,485,44,17156,0.9848167388995723,0.9974418604651163,0.014786585365853658,0.9913276375496314,32.462181178,30.0262135,38.3441295,32.128,30.440058,1,1,false,false,0,0,,supp-lightlr-S09-p2-Static-MedRF
